280/9063,Austin Van Loon,None
133/1712,Johannes C. Eichstaedt,Stanford University, CA, USA
211/8204,Valerio Lorini,None
331/6142,Emanuele Panizio,None
311/4058,Sylvain Lugeon,None
144/5357,Tiziano Piccardi,None
295/8778,Niccolò Di Marco,None
186/8303,Matteo Cinelli,None
60/5184,Walter Quattrociocchi,None
67/1730,Sorin Adam Matei,None
259/2470,Brodie Mather,None
12/9717,Ian Perera,Florida Institute of Human and Machine Cognition, Ocala, FL, USA
132/2044,Vera A. Kazakova,None
250/7162,Daniel E. Capecci,None
180/9196,Muskan Garg,None
35/6717,Damon L. Woodard,None
d/BonnieJDorr,Bonnie J. Dorr,University of Maryland, College Park, USA
130/0470,Rumi Chunara,None
311/4169,Amin Mekacher,None
234/7917,Antonis Papasavva,None
130/8112,Nicholas Micallef,None
274/2415,Marcelo Sandoval-Castañeda,None
121/9087,Adi Cohen,None
73/3162,Mustaque Ahamad,Georgia Institute of Technology, Atlanta GA, USA
131/9628,Srijan Kumar,None
89/6419,Nasir D. Memon,NYU Polytechnic School of Engineering, Department of Computer Science and Engineering
132/9283,Lucas Maystre,None
171/2245,Momin M. Malik,None
312/6960,Earth Erowid,None
312/6487,Sylvia Thyssen,None
223/1838,Shahrzad Naseri,None
03/9014,Sravana Reddy,None
143/8808,Joana Correia,None
70/3901,Jussi Karlgren,Silo AI, Sweden
40/5446,Rosie Jones,None
296/6992,J. D. Moffitt,None
45/3372,Tuan Dung Nguyen,None
284/8115,Georgiana Lyall,None
224/2635,Alasdair Tran,None
45/10504,Minjeong Shin,None
317/5079,Nicholas George Carroll,None
02/2571,Colin Klein,None
322/5068,Congning Ni,None
m/BradleyMalin,Bradley A. Malin,Vanderbilt University, School of Medicine, Nashville, TN, USA
02/2800,Lijun Song,None
360/6915,Angela L. Jefferson,None
322/5730,Patricia Commiskey,None
53/5414,Zhijun Yin,None
301/9010,Gaurav Nuti,None
331/5825,Louis Penafiel,None
24/7661,Janelle Ward,None
323/9687,Abel Salinas,None
19/6783,Nathan Schurr,None
331/5818,Deirdre Kelliher,None
331/6126,Laura Cassani,None
05/7974,Robert McCormack,None
277/8424,Soyoung Oh,None
56/9255,Eunil Park,None
311/9622,Randyll Pandohie,None
48/7269,Alexander V. Mantzaris,None
190/5356,Kostantinos Papadamou,None
92/5463,Michael Sirivianos,None
222/3040,Max Aliapoulios,None
284/0642,Cameron Ballard,None
210/2451,Marius Paraschiv,None
05/8695,Nikos Salamanos,None
155/4391,Costas Iordanou,None
04/5326,Nikolaos Laoutaris,None
314/6437,Jinkyung Park,None
331/5884,Rahul Dev Ellezhuthil,None
277/2420,Ramanathan Arunachalam,None
197/4206,Lauren Feldman,None
243/3868,Pujan Paudel,None
167/3228,Daniela Perrotta,None
322/5701,Sarah C. Johnson,None
156/1075,Tom Theile,None
10/9591,André Grow,None
322/6276,Helga de Valk,None
229/1491,Shruti Phadke,None
312/0008,Patrick Pho,None
271/4746,Soham Poddar,None
87/3057,Janardan Misra,None
52/6987,Niloy Ganguly,None
06/900-1,Saptarshi Ghosh 0001,Indian Institute of Technology Kharagpur, India
261/3628,Moritz Vinzent Seiler,University of Münster, Statistics and Optimization, Germany
34/2589,Heike Trautmann,Paderborn University, Department of Computer Science, Paderborn, Germany
269/2613,Manuel Pratelli,None
30/3349,Marinella Petrocchi,None
283/5380,Yichi Qian,None
304/8202,Qiyi Shan,None
215/3169,Marianne Aubin Le Quéré,None
123/7049,Ting-Wei Chiang,None
42/241,Mor Naaman,Cornell University, NY, USA
322/6022,Cameron Raymond,None
240/9038,Isaac Waller,None
272/3184,Yim Register,None
78/8039,Justin Cheng,None
88/10325,Oana Goga,CNRS, Inria, Paris, France
243/3120,Mohammad Hammas Saeed,None
284/4689,Lana El Sanyoura,None
04/8612,Felipe Bravo-Marquez,University of Waikato, New Zealand
132/8956,Eduardo Graells-Garrido,Universidad del Desarrollo, Santiago, Chile
98/11239,Sheikh Muhammad Sarwar,None
180/1486,Jad Sassine,None
78/8575,M. Amin Rahimian,None
138/9642,Martin Saveski,None
57/5617,Doug Beeferman,None
14/6777-2,David McClure 0002,OpenCyllabus, New York, NY, USA
196/3767,Ann Yuan,None
180/1558,Prashanth Vijayaraghavan,None
331/5939,Giovanni Schiazza,None
236/0362,Viktor Schlegel,None
319/9401,Erick Mendez Guzman,None
92/11424,Riza Batista-Navarro,University of Manchester, UK
276/6386,Shakshi Sharma,None
286/6663,Ekanshi Agrawal,None
16/7691-2,Rajesh Sharma 0002,University of Tartu, Institute of Computer Science, Estonia
d/AnwitamanDatta,Anwitaman Datta,Nanyang Technological University, Singapore
222/7902,Karishma Sharma,None
l/YanLiu2,Yan Liu 0002,University of Southern California, Computer Science Department, Los Angeles, CA, USA
120/2740,Yizhou Zhang,None
148/9731,Xinyue Shen,None
227/7262,Xinlei He,None
b/MichaelBackes1,Michael Backes 0001,CISPA Helmholtz Center for Information Security, Saarbrücken, Germany
06/6785-16,Yang Zhang 0016,CISPA, Saarbrücken, Germany
184/3757,Qinlan Shen,None
r/CarolynPensteinRose,Carolyn P. Rosé,Carnegie Mellon University, Language Technologies Institute, Pittsburgh, PA, USA
276/6968,Alexander Shevtsov,None
59/1957,Christos Tzagkarakis,None
64/1901,Despoina Antonakaki,None
33/2939,Sotiris Ioannidis,None
233/4953,Emily Sidnam-Mauch,None
331/6040,Bernat Ivancsics,None
331/5999,Ayana Monroe,None
331/6143,Eve Washington,None
331/6160,Errol Francis II,None
87/1275,Kelly Caine,Clemson University, SC, USA
27/3087,Joseph Bonneau,New York University, NY, USA
130/0483,Susan E. McGregor,None
243/2260,Samuel Henrique Silva,None
123/6401-1,Arun Das 0001,University of Texas at San Antonio, TX, USA
42/3580,Adel Alaeddini,None
263/1357,Peyman Najafirad,The University of Texas at San Antonio, One UTSA Circle, San Antonio, TX, USA
218/0755,Shivangi Singhal,None
206/6910,Zachary C. Steinert-Threlkeld,None
135/4915,Jungseock Joo,None
276/5757,Wienke Strathern,None
322/4878,Suhavi,None
249/2196,Asmit Kumar Singh,None
219/1546,Udit Arora,None
286/2705,Somyadeep Shrivastava,None
322/5498,Aryaveer Singh,None
169/9764,Masanori Takano,None
221/8357,Kenji Yokotani,None
195/3799,Nathan TeBlunthuis,None
87/3900,Benjamin Mako Hill,University of Washington, Seattle, WA, USA
261/9977,Ramya Tekumalla,None
331/5646,Zia Baig,None
331/6112,Michelle Pan,None
298/2421,Luis Alberto Robles Hernandez,None
08/1682,Michael Wang,None
72/8217,Juan M. Banda,None
162/0220,Xian Teng,None
188/6887,Wen-Ting Chung,None
33/2805,Ang Li,None
51/8652,Adriana Kovashka,University of Pittsburgh, PA, USA
159/0252,Alexander C. Nwala,Old Dominion University, Department of Computer Science, Norfolk, VA, USA
288/2247,Milo Z. Trujillo,None
311/8558,Rohit Mujumdar,None
256/1610,Zijie J. Wang,None
135/6299,Dipto Sarkar,None
161/3287,T. Jennings Anderson,University of Colorado Boulder, Human Centered Computing
146/2555,Robert Soden,None
05/8165,Huy Vu,None
322/4843,Jeremy D. W. Clifton,None
40/1931,Niranjan Balasubramanian,None
64/8977,Harry Wang,None
201/5389,Janith Weerasinghe,None
294/0969,Rhia Singh,None
93/655,Rachel Greenstadt,None
277/7481,Maxwell A. Weinzierl,University of Texas at Dallas, Human Language Technology Research Institute, Richardson, TX, USA
51/3845,Sanda M. Harabagiu,None
309/7448,Evan Weissburg,None
309/7588,Arya Kumar,None
192/2424,Galen Weld,None
179/4587,Peter West,None
164/6043,Maria Glenski,None
87/7578,David Arbour,None
17/5085,Ryan A. Rossi,None
119/1352,Tim Althoff,None
133/8390,Amy X. Zhang,University of Washington, Allen School of Computer Science and Engineering, Seattle, WA, USA
317/7038,Chenxi Whitehouse,None
25/6604,Tillman Weyde,None
151/8501,Pranava Madhyastha,None
66/6736,Nikos Komninos,None
160/9459,Maximilian Wich,None
301/7224,Adrian Gorniak,None
220/2022,Tobias Eder,None
302/0767,Daniel Bartmann,None
302/0852,Burak Enes Çakici,None
09/5335,Georg Groh,TU Munich, Department of Informatics, Germany
17/6518,Yan Xia,None
256/6176,Ted Hsuan Yun Chen,None
80/8148,Mikko Kivelä,Aalto University, Department of Computer Science, Finland
74/4603,Wenjie Yang,None
269/2007,Sitong Wang,None
221/1517,Zhenhui Peng,None
269/2227,Chuhan Shi,None
06/4530,Xiaojuan Ma,None
300/2932,Peiling Yi,None
209/0022,Chiyu Zhang,None
49/9389,Muhammad Abdul-Mageed,None
201/3889,El Moatez Billah Nagoudi,None
234/8821,Chenye Zhao,None
322/4890,Jasmine Mangat,None
322/6161,Sujay Koujalgi,None
69/6680,Cornelia Caragea,University of Illinois at Chicago, Chicago, USA
158/9202,Yuhang Zhou,None
213/7568,Haris Bin Zia,None
28/3311,Pedro O. S. Vaz de Melo,Federal University of Minas Gerais, Computer Science Department (DCC)
97/9167,Wei Jeng,National Taiwan University, Department of Library and Information Science, Taipeh, Taiwan
120/5874,Xavier Ferrer 0001,Kings College London, UK
230/6747,Tom van Nuenen,None
18/4101,Jose M. Such,King's College London, UK
86/1496,Natalia Criado,Technical University of Valencia, Spain
161/1007-2,Sreeja Nair 0002,University of South Florida, Tampa, FL, USA
33/5916,Adriana Iamnitchi,Maastricht University, Limburg, The Netherlands
281/3807,Andrea Tocchetti,None
292/2085,Lorenzo Corti,None
267/0462,Silvio Pavanetto,None
c/StefanoCeri,Stefano Ceri,Polytechnic University of Milan, Italy
218/5833,Sara Abdali,None
285/5322,Rutuja Gurav,None
285/5545,Siddharth Menon,None
04/1187,Daniel Fonseca,None
76/10203,Negin Entezari,None
48/9024,Evangelos E. Papalexakis,University of California Riverside, CA, USA
283/6201,Anton Abilov,None
163/3603,Yiqing Hua,None
283/6153,Hana Matatov,None
81/9924,Ofra Amir,None
269/0273,Shishir Adhikari,None
168/6915,Akshay Uppal,None
294/8034,Robin Mermelstein,None
b/TYBergerWolf,Tanya Y. Berger-Wolf,University of Illinois at Chicago, Department of Computer Science, IL, USA
01/5750,Elena Zheleva,None
284/9224,Yash Vekaria,None
284/9567,Sangeeta Mahapatra,None
284/9648,Shounak Set,None
b/MSakthiBalan,Sakthi Balan Muthiah,LNMIIT, Jaipur, India
96/8779,Nicolas Kourtellis,None
22/4256,Lin Ai,None
23/1152,Run Chen,None
331/5621,Ziwei Gong,None
286/3938,Julia Guo,None
305/5596,Shayan Hooshmand,None
226/1948,Zixiaofan Yang,None
h/JuliaHirschberg,Julia Hirschberg,Columbia University, New York City, USA
126/2083,Firoj Alam,None
194/2537,Fahim Dalvi,None
234/1620,Shaden Shaar,None
54/9012,Nadir Durrani,None
242/4800,Alex Nikolov,None
25/3236,Giovanni Da San Martino,None
73/5938,Hassan Sajjad 0001,Dalhousie University, Faculty of Computer Science, Halifax, Canada
13/5913,Kareem Darwish,None
226/9966,Umair Qazi,None
78/5250-2,Muhammad Imran 0002,Qatar Computing Research institute, Doha, Qatar
11/2534,Ferda Ofli,None
234/2696,Emmi Bevensee,None
215/4290,Barry Bradlyn,None
200/0208,Kristen M. Altenburger,None
279/4148,Zijian An,None
270/9393,Eyal Arviv,None
276/5002,Simo Hanouna,None
89/1576,Oren Tsur,None
25/806,Ebrahim Bagheri,None
i/DianaInkpen,Diana Inkpen,University of Ottawa, School of Electrical Engineering and Computer Science, Canada
09/6487,Christopher C. Yang,None
152/9311,Fattane Zarrinkalam,None
158/8063,Kaustav Basu,None
s/ArunabhaSen,Arunabha Sen,Arizona State University, Tempe, Arizona, USA
202/5995,Ayan Kumar Bhowmick,None
61/11469,Soumajit Pramanik,None
89/4514,Sayan Pathak,Microsoft Corporation
49/4803,Bivas Mitra,None
231/8134,Ilaria Bonavita,None
331/5581,Emily Maitland,None
200/0112,Lia Bozarth,None
161/6833,Ashley Muddiman,None
128/3542,Yujin Kim,None
294/7995,Caroline C. Murray,None
126/2018,Natalie Jomini Stroud,None
172/7740,Amar Budhiraja,None
74/4628,Rahul Agrawal,None
29/5841,Monojit Choudhury,None
252/5798,William Cai,None
177/6602,Chung-Chi Chen 0001,National Institute of Advanced Industrial Science and Technology, Japan
23/10489,Hen-Hsen Huang,None
84/3130,Hsin-Hsi Chen,None
245/5986,Farhan Asif Chowdhury,None
174/0437,Nicholas Vincent,None
236/4848,Cristian Consonni,None
269/4823,Silvia Basile,None
47/10558,Matteo Manca,None
50/7423,Ludovico Boratto,University of Cagliari, Italy
47/9409,André Freitas,None
30/3889,Tatiana Kovacikova,None
290/1891,Ghadir Pourhashem,None
290/2271,Yannick Cornet,None
134/9025,Keith Cortis,None
04/285-1,Brian Davis 0001,Maynooth University, Ireland
90/7255,Michele Coscia,None
84/10671,Michael Szell,None
294/8036,Blyth Crawford,None
294/8055,Florence Keen,None
331/5568,Cai Davies,None
239/5876,James R. Ashford,None
140/3490,Luis Espinosa Anke,Cardiff University, UK
p/AlunDPreece,Alun D. Preece,Cardiff University, Crime and Security Research Institute, UK
167/5289,Liam D. Turner,None
41/3683,Roger M. Whitaker,None
16/6744,Mudhakar Srivatsa,None
95/10817,Diane Felmlee,None
241/7997,John Bollenbacher,None
283/6391,Niklas Loynes,None
42/4876,John Bryden,None
204/4108,Keeley Erhardt,None
p/AlexPentland,Alex &apos;Sandy&apos; Pentland,MIT, Media Lab, Cambridge, MA, USA
126/6297,Laurie Beth Feldman,None
296/7368,Eliza Barach,None
245/2551,Vidhushini Srinivasan,None
59/1496,Samira Shaikh,None
144/4968,Philip Feldman,None
290/7626,Sim Tiwari,None
249/3395,Charissa S. L. Cheah,None
94/3075,James R. Foulds,None
p/ShimeiPan,Shimei Pan,University of Maryland Baltimore County, Baltimore, MD, USA
169/4914,Paula Fortuna,None
331/5566,Luís B. Cruz,None
24/746,Rodrigo Maia,None
331/5434,Vanessa Cortez,None
21/5534,Sérgio Nunes,None
39/6819,Tim Smith,None
159/0930,Rebecca Weiss,None
331/5540,Anna Gausen,None
l/WayneLuk,Wayne Luk,Imperial College London, UK
21/8636,Ce Guo,None
151/8446,Lauren Gawne,None
193/2629-1,Jennifer Daniel 0001,Google
294/8045,Claire Pajot,None
03/6702,Sujatha Das Gollapalli,None
00/5480,See-Kiong Ng,None
331/5602,Matthew Salemi,None
18/11358,Anna Guimarães,Max Planck Institute for Informatics (MPII), Saarbrücken, Germany
w/GerhardWeikum,Gerhard Weikum,Max Planck Institute for Informatics, Saarbrücken, Germany
294/7996,Ethan Haworth,None
205/5935,Ted Grover,None
294/8127,Justin Langston,None
294/8111,Ankush Patel,None
03/6656,Joseph West,None
136/7421,Alex C. Williams,University of Waterloo, Canada
35/850,Lihong He 0001,IBM Research
55/5393-9,Chen Shen 0009,Temple University, Department of Computer and Information Sciences, Philadelphia, PA, USA
31/9013,Arjun Mukherjee,None
13/5776,Slobodan Vucetic,None
66/6919,Eduard C. Dragut,Temple University, Department of Computer and Information Sciences, Philadelphia, PA, USA
h/SCHerring,Susan C. Herring,Indiana University, Bloomington, USA
196/2403,Ashley R. Dainas,None
43/6803-5,Ying Tang 0005,The University of Hong Kong
281/8624,Niklas Hopfgartner,None
47/9592,Tiago Santos,None
121/0133,Michael Auer,None
83/6863,Mark Griffiths 0001,Nottingham Trent University, Department of Psychology, International Gaming Research Unit, United Kingdom
11/6129,Denis Helic,Graz University of Technology, Austria
64/5235,Ting-Wei Hsu,None
85/774,Junjie Huang,None
98/917,Huawei Shen,None
44/912,Xueqi Cheng,None
40/5905,Qi Cao,None
20/2971,Li Cai,None
260/9297,Risul Islam,None
266/2971,Md Omar Faruk Rokon,None
f/MichalisFaloutsos,Michalis Faloutsos,University of California, Riverside, USA
249/9446,Gunther Jikeli,None
331/5543,Deepika Awasthi,None
249/9377,Daniel Miehling,None
331/5465,Pauravi Wagh,None
331/5620,Weejoeng Joeng,None
165/3202,Isaac Johnson 0001,Wikimedia Foundation, San Francisco, CA, USA
51/3723,Florian Lemmerich,University of Würzburg, Germany
66/9962,Diego Sáez-Trumper,None
01/6659,Markus Strohmaier,University of Mannheim, Germany
52/3467,Leila Zia,Wikimedia Foundation, San Francisco, CA, California
216/3229,Taeyoung Kang,None
211/0841,Jaeung Sim,None
210/1049,Xiusi Chen,None
156/0699,Seunghyun Kim,None
208/6446,Afsaneh Razi,None
k/PamelaKarr,Pamela J. Wisniewski,Vanderbilt University, Nashville, TN, USA
86/2584,Taehyun Kim,None
274/1294,Hyomin Shin,None
95/9512,Hyung Ju Hwang,None
274/1141,Seungwon Jeong,None
39/1202,Ryota Kobayashi,None
207/8484,Patrick Gildersleve,None
72/3856,Takeaki Uno,None
66/5185,Renaud Lambiotte,None
73/10042,Juhi Kulshrestha,None
132/6565,Marcos Oliveira,None
282/3964,Orkut Karaçalik,None
61/7073,Denis Bonnay,None
241/6973,Chongyang Bai,None
s/VSSubrahmanian,V. S. Subrahmanian,Dartmouth College, Institute for Security, Technology, and Society, Hanover, NH, USA
l/JureLeskovec,Jure Leskovec,Stanford University, USA
156/5357,Ugur Kursuncu,None
83/7091,Megan Squire,Elon University, USA
182/8950,Genki Kusano,None
28/11004,Masafumi Oyamada,None
178/3567,Jiongqian Liang,None
141/2014,Saket Gurukar,None
p/SParathasarathy,Srinivasan Parthasarathy 0001,Ohio State University, OH, USA
267/5433,Derek Lim,None
86/7648,Ruibo Liu,None
23/5672,Lili Wang,None
278/8322,Chenyan Jia,None
192/2781,Ansel MacLaughlin,None
69/510,Tao Chen,None
242/4274,Burcu Karagol Ayan,Google Research
r/DanRoth,Dan Roth,University of Pennsylvania, USA
216/1464,Samantha G. Winder,None
272/2079,Emilia H. Lia,None
172/5985,Spencer A. Wood,None
155/4739,Sina Mohseni,None
29/3081-23,Fan Yang 0023,Wake Forest University, Department of Computer Science, Winston-Salem, NC, USA
240/9336,Shiva K. Pentyala,None
183/5606,Mengnan Du,None
97/4626-59,Yi Liu 0059,Texas A&M University, College Station, TX, USA
53/8700,Nic Lupfer,None
256/9406,Xia Hu 0001,Rice University, Department of Computer Science, Houston, TX, USA
84/6405,Shuiwang Ji,Texas A&M University, College Station, TX, USA
69/7691,Eric D. Ragan,University of Florida, USA
50/8877,Elaheh Momeni,University of Vienna, Faculty of Computer Science, Austria
294/8044,Constantin Fraenkel,None
255/5733,Patrick Kiss,None
294/7862,Andreas Burgmann,None
265/6036,Curtis Murray,None
126/5006,Lewis Mitchell,None
21/2107,Simon Jonathan Tuke,None
265/6047,Mark Mackay,None
232/1837,Robert Netzorg,University of California, Berkeley, CA, USA
232/2040,Lauren Arnett,None
49/5532,Augustin Chaintreau,Columbia University, New York City, USA
41/3679,Eugene Wu 0002,Columbia University, New York City, USA
276/2362,Kin Wai Ng,None
205/3214,Sameera Horawalavithana,None
220/3496,Leonardo Nizzoli,None
218/5964,Serena Tardelli,None
86/3252,Marco Avvenuti,University of Pisa, Italy
150/6331,Stefano Cresci,National Research Council, Pisa, Italy
53/3857,Maurizio Tesconi,None
206/1071,Francielle Vargas,None
66/9718,Naeemul Hassan,University of Mississippi, USA
161/3389,Dakuo Wang,None
124/8353,Panagiotis Andriotis,None
33/11411,Amira Ghenai,None
94/7984,Brooke Foucault Welles,None
241/7654,Diogo Pacheco,None
135/6735,Pik-Mai Hui,None
78/5715,Alessandro Flammini,None
31/8746,Ethan Zuckerman,None
22/5463,Sanjay Chawla,None
15/480,Chan Young Park,None
199/1954,Xinru Yan,None
209/9678,Anjalie Field,None
75/8157,Yulia Tsvetkov,University of Washington, Paul G. Allen School of Computer Science and Engineering, USA
72/11011,Emanuele Del Fava,None
124/9022,Tarunima Prabhakar,None
277/5413,Anushree Gupta,None
277/5285,Kruttika Nadig,None
277/4970,Denny George,None
64/9281,Vinodkumar Prabhakaran,None
136/9233,Marek Rei,None
33/8156,Ekaterina Shutova,None
289/0043,Shraman Pramanick,None
239/0550,J. Hunter Priniski,None
217/2317,Bahareh Harandizadeh,None
69/4882,Hongjing Lu,None
90/11092,P. Jeffrey Brantingham,None
72/11030,Ashwin Rajadesingan,None
r/PaulResnick,Paul Resnick,University of Michigan, Ann Arbor, USA
201/4091,Ammar Rashed,None
222/4675,Cansin Bayrak,None
210/0964,Markus Reiter-Haas,None
85/8223,Simone Kopeinik,None
88/6931,Elisabeth Lex,Graz University of Technology, Knowledge Technologies Institute, Austria
150/5089,Navid Rekabsaz,None
h/JamesHenderson,James Henderson 0001,Idiap Research institute, Martigny, Switzerland
55/6683,Allan Hanbury,TU Wien, Vienna, Austria
256/9611,Summer Long,None
256/9458,Stephanie Greenberg,None
129/5374,Hal Roberts,None
16/4099,Rahul Bhargava,None
289/7012,Linas Valiukas,None
51/2263,Dennis Jen,None
289/7350,Cindy Bishop,None
289/6989,Emily Ndulue,None
289/6913,Aashka Dave,None
13/4527,Justin Clark,None
115/8801,Bruce Etling,None
115/8855,Robert Faris,None
289/7126,Anushka Shah,None
252/4429,Jasmin Rubinovitz,None
01/10790,Alexis Hope,None
179/4611,Catherine D&apos;Ignazio,None
115/9810,Fernando Bermejo,None
90/1231,Yochai Benkler,None
217/3033,Alexander Robertson,None
184/5375,Farhana Ferdousi Liza,None
91/102-2,Dong Nguyen 0002,Utrecht University, The Netherlands
10/8162,Barbara McGillivray,None
32/10840,Scott A. Hale,None
75/5799,Sharon Goldwater,University of Edinburgh, UK
207/6979,Allan Sales,Federal University of Campina Grande, Belo Horizonte, Brazil
183/6703,Albin Zehe,None
59/4973,Leandro Balby Marinho,None
12/919,Adriano Veloso,None
h/AndreasHotho,Andreas Hotho,University of Würzburg, Germany
277/5465,Janna Omeliyanenko,None
219/5568,Indira Sen,None
244/2245,Julian Kohne,None
116/1686,Fabian Flöck,GESIS, Cologne, Germany
331/5400,Agnese Sampietro,None
43/10772,Abeed Sarker,None
178/1858,Maria Janina Sarol,None
246/7124,Ly Dinh,None
40/3892,Jana Diesner,None
278/8163,Harshit Joshi,None
173/9257,Alicia L. Nobles,None
61/5674,Luca Maria Aiello,None
200/7836,Sagar Joglekar 0001,Nokia Bell Labs, Cambridge, United Kingdom
132/8078,Ayan Sengupta,None
23/4401-1,William Scott Paka,IIIT-Delhi, Department of CSE, India
54/2257,Suman Roy 0001,Optum Global Solutions Ltd (UnitedHealth Group)
289/1016,Gaurav Ranjan,None
162/9006,Dominic Seyler,None
97/8692,Shulong Tan,None
86/9769,Dingcheng Li,None
71/700,Jingyuan Zhang,None
62/5860-1,Ping Li 0001,LinkedIn Ads, Bellevue, WA, USA
201/2366,Hao Sha,None
87/5931,Mohammad Al Hasan,None
77/9171,George O. Mohler,Boston College, Department of Computer Science, USA
57/10359,Xinran He,None
178/3209,Sungyong Seo,None
220/0876,Amila Silva,None
205/8510,Pei-Chi Lo,None
l/EePengLim,Ee-Peng Lim,Singapore Management University, School of Information Systems, Singapore
194/3910,Jérémie Rappaz,None
157/8402,Marya Bazzi,None
186/8322,Elena Kochkina,None
65/6264,Maria Liakata,Queen Mary University of London, UK
251/9038,David Solans,None
219/5253,Christopher Tauchmann,None
251/8933,Aideen Farrell,None
36/10919,Karolin Kappler,University of Hagen, Germany
251/8729,Hans-Hendrik Huber,None
40/3793,Kristian Kersting,TU Darmstadt, Computer Science Department, Germany
266/3277,Melanie Subbiah,None
m/KathleenMcKeown,Kathleen R. McKeown,Columbia University, Department of Computer Science, New York, NY, USA
286/1891,Matthew Sumpter,None
176/2884,Tempestt J. Neal,None
289/2450,Jakapun Tachaiya,None
134/8345,Joobin Gharibshah,None
294/7918,Kevin E. Esterling,None
210/6349,Dennis Tatang,None
331/5530,Philip Kreißel,None
331/5564,Michael Sehring,None
210/6366,Florian Quinkert,None
120/5815,Martin Degeling,Ruhr University Bochum, Germany
h/ThorstenHolz,Thorsten Holz,CISPA Helmholtz Center for Information Security, Saarbrücken, Germany
256/9542,William Theisen,None
188/5912,Joel Brogan,None
205/0036,Pamela Bilo Thomas,None
152/9389,Daniel Moreira,None
256/9421,Pascal Phoa,None
80/4900,Walter J. Scheirer,None
274/1033,Bibek Upadhayay,None
331/5626,Zeeshan Ahmed M. Lodhia,None
172/2715,Vahid Behzadan,None
220/4355,Joshua Uyheng,None
237/7754,Rodolfo V. Valentim,None
79/9882,Giovanni Comarela,None
29/4796,Souneil Park,None
193/5719,Felipe Valle,None
255/9530,Alexander Galozy,None
213/8130,Awais Ashfaq,None
11/7617,Kobra Etminani,None
87/1880,Alexey V. Vinel,Karlsruhe Institute of Technology (KIT), Institute of Applied Informatics and Formal Description Methods, Karlsruhe, Germany
164/6571,Martin Cooney,None
239/4346,David Wadden,None
217/9361,Tal August,None
150/8476,Qisheng Li,None
218/7459,Gengyu Wang,None
331/5461,Lawrence Chillrud,None
115/5870,Aasish Pappu,None
25/662,Henriette Cramer,Spotify, USA
29/3814,Yuping Wang,None
275/3850,David Magerman,None
294/7908,Suellen Hopfer,None
79/1442,Chao Xu,None
79/572-4,Jinyang Li 0004,University of Illinois at Urbana-Champaign, IL, USA
262/6139,Dachun Sun,None
57/5759-4,Ruijie Wang 0004,University of Illinois at Urbana-Champaign, Department of Computer Science, IL, USA
a/TarekFAbdelzaher,Tarek F. Abdelzaher,University of Illinois at Urbana Champaign, Department of Computer Science, IL, USA
126/6308,Jesse Graham,None
s/BKSzymanski,Boleslaw K. Szymanski,None
94/3239,Guozhen Zhang,None
64/5845-32,Yuan Yuan 0032,Tsinghua University, Department of Electronic Engineering, Beijing National Research Center for Information Science and Technology (BNRist), Beijing, China
240/9304,Hongjia Huang,None
46/5770,Depeng Jin,None
22/2344,Qi Yang,None
35/4047,Weinan Wang,None
242/7705,Lucas Pierce,None
93/7466,Rajan Vaish,None
64/546,Xiaolin Shi,None
252/3911,Günce Su Yilmaz,None
294/7984,Fiona Gasaway,None
66/9786,Blase Ur,None
280/3675,Stepan Zakharov,None
280/2917,Omri Hadar,None
280/3286,Tovit Hakak,None
280/3825,Dina Grossman,None
38/5124,Yifat Ben-David Kolikant,None
60/11043,Anis Zaman,None
10/10956,Boyu Zhang,None
42/11519,Vincent Silenzio,None
k/HenryAKautz,Henry A. Kautz,University of Rochester, New York, USA
26/1236,Ehsan Hoque 0001,University of Rochester, NY, USA
155/0168,Ziqian Zeng,None
202/5805,Rashidul Islam,None
230/4173,Kamrun Naher Keya,None
86/2159,Yangqiu Song,None
227/2185,Jason Shuo Zhang,University of Colorado Boulder, CO, USA
46/5766,Brian Keegan,None
11/808,Qin Lv,University of Colorado, Boulder, CO, USA
95/8314,Chenhao Tan,None
157/6439,Oana Balalau,Inria Saclay Île-De-France, CEDAR, Palaiseau, France
00/9082,Katherine Ognyanova,None
47/6214-1,Viktor Pekar 0001,Aston University, Business School, Birmingham, UK
331/5340,Alexei Abrahams,None
331/5636,Noura Aljizawi,None
201/4534,Kimberley R. Allison,None
201/4625,Kay Bussey,None
79/5295,Fatma Arslan,None
14/3692,Chengkai Li 0001,University of Texas at Arlington, USA
94/8832,Mark Tremayne,None
208/1896,Joshua Asplund,None
49/10817,Motahhare Eslami,Carnegie Mellon University, Pittsburgh, PA, USA
s/HariSundaram,Hari Sundaram,University of Illinois at Urbana-Champaign, USA
84/923,Christian Sandvig,None
64/4500,Karrie Karahalios,University of Illinois, Urbana-Champaign, IL, USA
28/9125,Mohamed Bahgat,None
254/0883,Rakesh Bal,None
231/1126,Sayan Sinha,None
241/0586,Swastika Dutta,None
228/5645,Rishabh Joshi,None
67/6126-2,Sayan Ghosh 0002,Indian Institute of Technology (IIT) Kharagpur, India
213/7740,Ritam Dutt,None
36/2824,Nicholas Diakopoulos,None
90/3109,Jason Baumgartner,None
219/6607,Quinn Dougherty,None
58/4016,Damon McCoy,New York University, NY, USA
266/1054,Mack Blackburn,None
24/3024,Ning Yu,None
118/8433,Alex Memory,University of Maryland, Department of Computer Science, College Park, MD, USA
258/9038,W. Graham Mueller,None
266/9867,Aparajita Saraf,None
